index,wine_name,wine_region,wine_country,wine_rating,wine_reviews,wine_price,wine_link
706,Chardonnay 2018,Solar de Urbezo,Spain,3.6,46,"29,168",https://www.vivino.com/solar-de-urbezo-chardonnay/w/1192332?year=2018&price_id=34860507
707,Sauvignon B 2022,Bastianich,Italy,4.0,46,"26,161",https://www.vivino.com/bastianich-sauvignon-b/w/82566?year=2022&price_id=36485642
708,Rotenberg La Colline Rouge 2017,Marcel Deiss,France,4.2,45,"85,325",https://www.vivino.com/marcel-deiss-rotenberg-la-colline-rouge/w/93835?year=2017&price_id=35372052
709,Graacher Himmelreich Riesling Spätlese 2005,Joh. Jos. Prüm,Germany,4.2,45,"116,673",https://www.vivino.com/joh-jos-prum-graacher-himmelreich-riesling-spatlese/w/1480361?year=2005&price_id=14549873
710,Pessac-Léognan Blanc 2003,Château Pape Clément,France,4.2,44,"179,302",https://www.vivino.com/fr-chateau-pape-clement-pessac-leognan-blanc/w/2149320?year=2003&price_id=27344238
711,Falanghina Biorganic 2022,Di Majo Norante,Italy,3.6,43,"15,566",https://www.vivino.com/di-majo-norante-falanghina-biorganic/w/2574836?year=2022&price_id=36485496
712,Tiritiri Chardonnay 2022,Neudorf Vineyards,New Zealand,3.8,43,"23,907",https://www.vivino.com/neudorf-tiritiri-chardonnay/w/9269253?year=2022&price_id=33008360
713,Chardonnay Unfiltered 2005,Newton,United States,3.8,42,"100,006",https://www.vivino.com/newton-chardonnay-unfiltered/w/1618879?year=2005&price_id=14539697
714,SOLdeSOL Chardonnay 2007,Viña Aquitania,Chile,4.2,42,"77,088",https://www.vivino.com/vina-aquitania-soldesol-chardonnay/w/1251945?year=2007&price_id=2894968
715,Special Reserve Feteasca Regala 2012,Domeniile Alexandrion Rhein 1892,Romania,3.3,42,"28,335",https://www.vivino.com/domeniile-alexandrion-rhein-1892-special-reserve-feteasca-regala/w/20898?year=2012&price_id=14650385
716,Chardonnay 2016,Casa Mayor,Chile,3.1,42,"19,168",https://www.vivino.com/casa-mayor-chardonnay/w/1155706?year=2016&price_id=16730342
717,Blanco 2004,Gorrebusto Torre San Millán,Spain,3.3,42,"243,764",https://www.vivino.com/torre-san-millan-blanco/w/2554407?year=2004&price_id=14550162
718,Saint-Jean Santenay 2022,Domaine Saint Marc,France,3.9,42,"43,034",https://www.vivino.com/saint-marc-112669-saint-jean-santenay/w/6547988?year=2022&price_id=35345633
719,Valhalla 2021,Man O' War,New Zealand,4.1,42,"41,224",https://www.vivino.com/man-o-war-valhalla/w/1125555?year=2021&price_id=35624790
720,Chablis 1er Cru 'Les Fourneaux' 2022,Alain Gautheron,France,4.2,42,"40,066",https://www.vivino.com/alain-gautheron-chablis-1er-cru-les-fourneaux/w/1228155?year=2022&price_id=35345632
721,Sauvignon Blanc 2022,Eaton,New Zealand,3.7,42,"33,390",https://www.vivino.com/eaton-sauvignon-blanc/w/8787320?year=2022&price_id=35979196
722,Albariño 2023,Nautilus,New Zealand,4.0,41,"27,205",https://www.vivino.com/nautilus-estate-albarino/w/4422739?year=2023&price_id=34460461
723,Bokréta Cuvée 2014,Thummerer,Hungary,3.8,40,"36,669",https://www.vivino.com/thummerer-egri-csillag-vedett-eredetu-birtok/w/1893958?year=2014&price_id=9156610
724,Bourgogne Aligoté 2019,Domaine Coche-Dury,France,4.3,40,"474,854",https://www.vivino.com/domaine-coche-dury-bourgogne-aligote/w/85913?year=2019&price_id=30571770
725,Red Shed Riesling 2022,Gibbston Valley,New Zealand,4.0,40,"34,627",https://www.vivino.com/gibbston-valley-red-shed-riesling/w/8098367?year=2022&price_id=34233511
726,Carmel Ridge White ( בשרצקך רןגעק 'יןאק אזורית) 2012,Carmel (יקבי כרמל),Israel,3.3,39,"37,085",https://www.vivino.com/il-carmel-carmel-ridge-white-bshrtsqk-rng-q-ynq-zvryt/w/1474776?year=2012&price_id=14650464
727,Chardonnay 2019,Cable Bay,New Zealand,3.7,39,"39,575",https://www.vivino.com/cable-bay-vineyards-chardonnay/w/17087?year=2019&price_id=24599673
728,Les Preuses Chablís Grand Cru 2018,Vincent Dauvissat,France,4.2,39,"460,014",https://www.vivino.com/vincent-dauvissat-les-preuses-chablis-grand-cru/w/1707497?year=2018&price_id=31719215
729,Maker's Table Unwooded Chardonnay 2006,Saltram,Australia,3.3,39,"34,377",https://www.vivino.com/saltram-maker-s-table-unwooded-chardonnay/w/64214?year=2006&price_id=14650446
730,Sauvignon Blanc Grande Duchesse 2019,Hans Herzog - Hans Family Estate,New Zealand,3.9,39,"73,386",https://www.vivino.com/hans-herzog-hans-family-estate-sauvignon-blanc-grande-duchesse/w/5412289?year=2019&price_id=32855506
731,Meta Riesling 2018,Blank Canvas,New Zealand,4.2,39,"37,101",https://www.vivino.com/blank-canvas-nz-meta-riesling/w/7132406?year=2018&price_id=27451833
732,Winemaker Series Dijon Clone Chardonnay 2007,Stag's Leap Wine Cellars,United States,3.9,38,"70,837",https://www.vivino.com/stag-s-leap-wine-cellars-winemaker-series-dijon-clone-chardonnay/w/2420499?year=2007&price_id=14541181
733,Muscat Canelli 2010,Powers,United States,3.6,38,"29,127",https://www.vivino.com/powers-winery-muscat-canelli/w/2650908?year=2010&price_id=2895315
734,Il Bianco di Ciccio (Tralcetto) 2009,Cantina Zaccagnini,Italy,3.1,37,"36,669",https://www.vivino.com/cantina-zaccagnini-il-bianco-di-ciccio-tralcetto/w/1321427?year=2009&price_id=2895337
735,Weissburgunder (Pinot Bianco) 2016,St. Michael-Eppan,Italy,3.7,37,"50,053",https://www.vivino.com/st-michael-eppan-weissburgunder-pinot-bianco/w/10084?year=2016&price_id=36485617
736,Tradition Riesling 2015,Michel Fonné,France,3.7,37,"44,586",https://www.vivino.com/michel-fonne-tradition-riesling/w/1249353?year=2015&price_id=16835272
737,Chardonnay 2009,Anvers,Australia,3.8,37,"72,921",https://www.vivino.com/anvers-chardonnay/w/1122304?year=2009&price_id=31545273
738,Réserve des Chartrons Bordeaux Blanc 2005,Arnozan,France,3.2,36,"18,751",https://www.vivino.com/arnozan-bordeaux-reserve-des-chartrons-blanc/w/5874438?year=2005&price_id=14550181
739,Gewurztraminer 2022,Johanneshof Cellars,New Zealand,4.1,36,"30,504",https://www.vivino.com/johanneshof-gewurztraminer/w/1959104?year=2022&price_id=30505681
740,Sauvignon Blanc 2023,Amisfield,New Zealand,4.1,36,"26,793",https://www.vivino.com/amisfield-sauvignon-blanc/w/86257?year=2023&price_id=34897276
741,Sauvignon Blanc 2005,Eos Estate,United States,3.5,35,"37,502",https://www.vivino.com/eos-estate-winery-sauvignon-blanc/w/4128?year=2005&price_id=2804667
742,Sauvignon Blanc 2022,Leveret Estate,New Zealand,3.3,35,"18,134",https://www.vivino.com/leveret-estate-sauvignon-blanc/w/5799068?year=2022&price_id=33222824
743,Riesling 2020,Mount Edward,New Zealand,3.9,35,"28,030",https://www.vivino.com/mount-edward-riesling/w/3198184?year=2020&price_id=32444667
744,Te Koko Sauvignon Blanc 2005,Cloudy Bay,New Zealand,4.1,35,"75,004",https://www.vivino.com/cloudy-bay-te-koko-sauvignon-blanc/w/1126958?year=2005&price_id=2754315
745,Chardonnay 2005,Skyside,United States,4.0,34,"50,003",https://www.vivino.com/skyside-chardonnay/w/1689731?year=2005&price_id=14541851
746,Riesling Kabinett 2006,Schloss Johannisberg,Germany,4.0,34,"60,837",https://www.vivino.com/schloss-johannisberg-riesling-kabinett/w/6795525?year=2006&price_id=30730933
747,The Batten Chardonnay 2022,Alpha Domus,New Zealand,4.1,34,"35,369",https://www.vivino.com/alpha-domus-the-batten-chardonnay/w/8578270?year=2022&price_id=32444669
748,Maker's Table Chardonnay 2006,Saltram,Australia,3.3,34,"31,627",https://www.vivino.com/saltram-maker-s-table-chardonnay/w/64224?year=2006&price_id=2895149
749,The Batten Chardonnay 2019,Alpha Domus,New Zealand,4.1,34,"35,369",https://www.vivino.com/alpha-domus-the-batten-chardonnay/w/8578270?year=2019&price_id=30876538
750,Le Clos des Poncetys Saint-Véran 2020,Domaine des Poncetys,France,4.1,34,"31,162",https://www.vivino.com/domaine-des-poncetys-saint-veran-le-clos-des-poncetys/w/1942671?year=2020&price_id=33696562
751,Chenin Blanc 2022,Amisfield,New Zealand,3.9,33,"45,348",https://www.vivino.com/amisfield-chenin-blanc/w/4365594?year=2022&price_id=34771422
752,Steinbruch Riesling 2013,Bethany,Australia,3.4,33,"43,752",https://www.vivino.com/bethany-steinbruch-riesling/w/1679768?year=2013&price_id=2894966
753,Closeburn Chardonnay 2022,Chard Farm,New Zealand,3.7,33,"27,205",https://www.vivino.com/chard-farm-closeburn-chardonnay/w/83458?year=2022&price_id=31315736
754,Podium Verdicchio dei Castelli di Jesi Classico Superiore 2003,Garofoli,Italy,3.8,32,"47,919",https://www.vivino.com/casa-vinicola-gioacchino-garofoli-spa-podium-verdicchio-dei-castelli-di-jesi-classico-superiore/w/1809428?year=2003&price_id=14650433
755,Opou Vineyard Chardonnay 2020,Millton,New Zealand,4.1,32,"31,329",https://www.vivino.com/millton-opou-vineyard-chardonnay/w/1122463?year=2020&price_id=31395524
756,Les Clos Chablís Grand Cru 2003,Vincent Dauvissat,France,4.4,32,"562,657",https://www.vivino.com/vincent-dauvissat-les-clos-chablis-grand-cru/w/1974097?year=2003&price_id=35573197
757,Chardonnay 2016,Lamberti,Italy,3.4,32,"24,960",https://www.vivino.com/lamberti-chardonnay/w/9213615?year=2016&price_id=23532677
758,Pessac-Léognan Blanc (Grand Cru Classé de Graves) 1999,Château La Mission Haut-Brion,France,4.1,32,"556,469",https://www.vivino.com/la-mission-haut-brion-pessac-leognan-blanc-grand-cru-classe-de-graves/w/4402538?year=1999&price_id=27859628
759,Ermitage l'Ermite Blanc 2008,M. Chapoutier,France,4.5,31,"859,440",https://www.vivino.com/m-chapoutier-ermitage-l-ermite-blanc/w/2508940?year=2008&price_id=25401969
760,Limelight Riesling 2021,Misha's Vineyard,New Zealand,4.0,31,"28,855",https://www.vivino.com/mishas-limelight-riesling/w/2580040?year=2021&price_id=32845875
761,Meursault-Perrières Premier Cru 2014,Domaine Coche-Dury,France,4.7,31,"7,110,442",https://www.vivino.com/domaine-coche-dury-meursault-perrieres-premier-cru/w/1885312?year=2014&price_id=30768083
762,Angostura Gran Reserva Chardonnay 2010,Casa Silva,Chile,3.7,31,"45,002",https://www.vivino.com/casa-silva-angostura-gran-reserva-chardonnay/w/1209056?year=2010&price_id=16730140
763,Reserve Pinot Gris 2011,Cooper Mountain,United States,3.7,31,"41,627",https://www.vivino.com/cooper-mountain-reserve-pinot-gris/w/1133315?year=2011&price_id=2804822
764,Balciana 2019,Sartarelli,Italy,4.1,31,"62,888",https://www.vivino.com/sartarelli-balciana/w/85568?year=2019&price_id=36485644
765,Villa Niederberger Riesling Trocken 2015,Von Winning,Germany,3.7,30,"41,627",https://www.vivino.com/de-von-winning-villa-niederberger-riesling-trocken/w/3051030?year=2015&price_id=14650504
766,The Eddy Sauvignon Blanc 2011,Waterfalls Road,New Zealand,3.4,30,"27,085",https://www.vivino.com/waterfalls-road-the-eddy-sauvignon-blanc/w/1491569?year=2011&price_id=2895167
767,Süssreserve Riesling 2011,Angels Gate,Canada,3.6,30,"49,169",https://www.vivino.com/angels-gate-sussreserve-riesling/w/10456?year=2011&price_id=4394303
768,Piesporter Michelberg Mosel Riesling 2005,Meilen,Germany,3.6,30,"20,418",https://www.vivino.com/meilen-piesporter-michelberg-mosel-riesling/w/1395080?year=2005&price_id=14550387
769,Pinot Gris Alsace Grand Cru Hengst 2011,Cave de Turckheim,France,4.4,30,"75,004",https://www.vivino.com/cave-de-turckheim-pinot-gris-alsace-grand-cru-hengst/w/87963?year=2011&price_id=19190701
770,Assyrtiko (Ασύρτικο) 2021,Ariousios,Greece,3.9,30,"37,098",https://www.vivino.com/ariousious-assyrtiko-asurtiko/w/10938589?year=2021&price_id=36026707
771,Tradition Pinot Gris 2011,Michel Fonné,France,3.6,30,"48,336",https://www.vivino.com/michel-fonne-tradition-pinot-gris/w/1532745?year=2011&price_id=14650442
772,Chardonnay 2012,Brewery Hill,Australia,3.2,30,"29,168",https://www.vivino.com/brewery-hill-chardonnay/w/1487624?year=2012&price_id=2804560
773,Sauvignon Blanc 2011,Forrest Wines,New Zealand,3.7,30,"35,419",https://www.vivino.com/forrest-sauvignon-blanc/w/1117089?year=2011&price_id=10844383
774,Chardonnay Gimblett Gravels Vineyard 2022,Craggy Range,New Zealand,3.9,30,"37,101",https://www.vivino.com/craggy-range-chardonnay-gimblett-gravels-vineyard/w/87013?year=2022&price_id=35096006
775,Piesporter Riesling 2016,Deinhard,Germany,4.1,29,"25,001",https://www.vivino.com/deinhard-piesporter-riesling/w/1155969?year=2016&price_id=15574729
776,Encore Noble Riesling 2017,Pegasus Bay,New Zealand,4.1,29,"37,101",https://www.vivino.com/pegasus-bay-winery-encore-noble-riesling/w/1632045?year=2017&price_id=31315735
777,Reserve Chardonnay 2022,Clearview Estate,New Zealand,4.2,29,"42,874",https://www.vivino.com/clearview-estate-reserve-chardonnay/w/1123269?year=2022&price_id=32444661
778,Éclat de Schiste Savennières 2015,Château de Bellevue,France,4.2,29,"43,286",https://www.vivino.com/fr-chateau-de-bellevue-savennieres-eclat-de-schiste/w/5861496?year=2015&price_id=36831575
779,Barrique Sauvignon Blanc 2016,Saint Clair Family Estate,New Zealand,3.9,29,"26,381",https://www.vivino.com/saint-clair-family-estate-barrique-sauvignon-blanc/w/2460921?year=2016&price_id=20091155
780,Talis Pinot Bianco 2022,Venica & Venica,Italy,3.8,29,"40,912",https://www.vivino.com/venica-venica-talis-pinot-bianco/w/1670213?year=2022&price_id=36485476
781,Graves Blanc 2006,Château Cazebonne,France,3.5,28,"27,085",https://www.vivino.com/chateau-cazebonne-bordeaux-graves-blanc/w/84003?year=2006&price_id=7953579
782,St. Andrews Chardonnay 2013,Taylors / Wakefield,Australia,4.1,28,"57,920",https://www.vivino.com/taylors-wakefield-st-andrews-chardonnay/w/1379553?year=2013&price_id=12760383
783,Chardonnay 2007,Hawk Crest by SLWC,United States,3.4,28,"37,294",https://www.vivino.com/hawk-crest-by-slwc-chardonnay/w/1100550?year=2007&price_id=14540944
784,Gimblett Gravels Les Beaux Cailloux 2017,Craggy Range,New Zealand,4.4,28,"164,922",https://www.vivino.com/craggy-range-gimblett-gravels-les-beaux-cailloux/w/79638?year=2017&price_id=20360912
785,Bannockburn Riesling 2023,Felton Road,New Zealand,4.0,28,"46,172",https://www.vivino.com/felton-road-bannockburn-riesling/w/1253004?year=2023&price_id=34460473
786,Châteauneuf-du-Pape Réservé Blanc 2011,Château Rayas,France,4.4,27,"1,335,525",https://www.vivino.com/chateau-rayas-chateauneuf-du-pape-reserve-blanc/w/87554?year=2011&price_id=29840969
787,Recioto di Soave 2019,Casa Vinicola Bennati,Italy,3.4,27,"29,560",https://www.vivino.com/casa-vinicola-bennati-recioto-di-soave/w/4025121?year=2019&price_id=36738526
788,Riesling Spätlese 2012,Rosenhof,Austria,3.9,27,"33,335",https://www.vivino.com/rosenhof-riesling-spatlese/w/1799936?year=2012&price_id=14650548
789,Prahova Valley Reserve Fetească Alba 2011,Domeniile Alexandrion Rhein 1892,Romania,3.2,27,"22,918",https://www.vivino.com/domeniile-alexandrion-rhein-1892-prahova-valley-reserve-feteasca-alba/w/1277635?year=2011&price_id=14650438
790,Chardonnay 2008,Bagueri,Slovenia,3.4,27,"65,837",https://www.vivino.com/bagueri-chardonnay/w/3980146?year=2008&price_id=14650554
791,Châteauneuf-du-Pape Blanc 2022,Château des Fines Roches,France,3.9,27,"46,001",https://www.vivino.com/fr-chateau-des-fines-roches-chateauneuf-du-pape-blanc/w/1168895?year=2022&price_id=33696574
792,The Starlet Sauvignon Blanc 2021,Misha's Vineyard,New Zealand,4.2,27,"27,205",https://www.vivino.com/mishas-the-starlet-central-otago-sauvignon-blanc/w/1624318?year=2021&price_id=30876556
793,Camille Montagny 2022,Domaine Feuillat-Juillot,France,3.8,27,"28,194",https://www.vivino.com/feuillat-juillot-camille-montagny/w/2814940?year=2022&price_id=34433571
794,Bianco 2018,Frus,Italy,4.0,27,"37,098",https://www.vivino.com/frus-bianco/w/6560191?year=2018&price_id=28572008
795,Frétoy Sancerre Blanc 2021,Tinel-Blondelet,France,4.0,26,"40,066",https://www.vivino.com/tinel-blondelet-fretoy-sancerre-blanc-w5432/w/6432350?year=2021&price_id=33696569
796,Baroness Nadine 2005,Rupert & Rothschild,South Africa,4.0,26,"61,670",https://www.vivino.com/rupert-and-rothschild-vignerons-baroness-nadine/w/12437?year=2005&price_id=8699225
797,Chardonnay 2006,Jacob's Creek,Australia,3.3,26,"16,209",https://www.vivino.com/jacob-s-creek-chardonnay/w/2706?year=2006&price_id=2804939
798,Château-Chalon 1989,Berthet Bondet,France,4.3,26,"296,783",https://www.vivino.com/berthet-bondet-chateau-chalon/w/1186030?year=1989&price_id=31286960
799,Old Vine Chardonnay 2021,Stonecroft,New Zealand,3.9,26,"37,101",https://www.vivino.com/stonecroft-old-vine-chardonnay/w/1193989?year=2021&price_id=32217827
800,Chardonnay 2020,Pegasus Bay,New Zealand,3.8,26,"37,101",https://www.vivino.com/pegasus-bay-winery-chardonnay/w/16116?year=2020&price_id=35937261
801,Endeavour Chardonnay 2018,Clearview Estate,New Zealand,4.4,26,"152,552",https://www.vivino.com/clearview-estate-endeavour-hawke-s-bay-chardonnay/w/1401141?year=2018&price_id=30660142
802,Riesling 2008,Firesteed,United States,3.4,26,"33,002",https://www.vivino.com/firesteed-cellars-riesling/w/15707?year=2008&price_id=14650536
803,Pinot Gris 2012,Little Beauty,New Zealand,4.1,26,"72,921",https://www.vivino.com/little-beauty-pinot-gris/w/5244992?year=2012&price_id=15466465
804,Riesling Alsace Grand Cru Sommerberg 2015,Cave de Turckheim,France,3.7,25,"75,004",https://www.vivino.com/cave-de-turckheim-riesling-alsace-grand-cru-sommerberg/w/1312360?year=2015&price_id=19190702
805,Sallys Pinch Gewurztraminer 2014,Charcoal Gully,New Zealand,3.3,25,"30,504",https://www.vivino.com/charcoal-gully-sallys-pinch-gewurztraminer/w/2546509?year=2014&price_id=36353674
806,Reserve Chardonnay 2022,Mudbrick Vineyard,New Zealand,4.1,25,"56,893",https://www.vivino.com/mudbrick-reserve-chardonnay/w/1527820?year=2022&price_id=34789822
807,Finca la Reñana Blanco 2013,Luis Alegre,Spain,4.0,25,"45,836",https://www.vivino.com/luis-alegre-finca-la-renana-blanco/w/12179510?year=2013&price_id=14650527
808,Riesling 2022,Pegasus Bay,New Zealand,3.8,25,"24,731",https://www.vivino.com/pegasus-bay-winery-riesling/w/16115?year=2022&price_id=36363016
809,Chardonnay 2022,Nautilus,New Zealand,4.1,25,"29,679",https://www.vivino.com/nautilus-estate-chardonnay/w/86806?year=2022&price_id=36378982
810,Alte Reben Riesling Trocken 2023,Carl Loewen,Germany,4.2,25,"20,033",https://www.vivino.com/weingut-carl-loewen-alte-reben-riesling-trocken/w/1175944?year=2023&price_id=36579457
