index,wine_name,wine_region,wine_country,wine_rating,wine_reviews,wine_price,wine_link
1,Bordeaux Rouge 1961,Mouton Cadet,France,3.5,105422,"432,814",https://www.vivino.com/mouton-cadet-bordeaux-rouge/w/4113?year=1961&price_id=35329458
2,Côtes-du-Rhône Rouge 1993,E. Guigal,France,3.7,85268,"185,490",https://www.vivino.com/e-guigal-cotes-du-rhone-rouge/w/7773?year=1993&price_id=35329550
3,Pauillac (Premier Grand Cru Classé) 1954,Château Mouton Rothschild,France,4.6,80795,"3,042,030",https://www.vivino.com/chateau-mouton-rothschild-pauillac-premier-grand-cru-classe/w/1684223?year=1954&price_id=10224121
4,Pauillac (Premier Grand Cru Classé) 1939,Château Mouton Rothschild,France,4.6,80795,"2,899,826",https://www.vivino.com/chateau-mouton-rothschild-pauillac-premier-grand-cru-classe/w/1684223?year=1939&price_id=27766862
5,Memoro Rosso N.V.,Piccini,Italy,3.8,70585,"27,085",https://www.vivino.com/piccini-memoro-rosso-tuscany/w/1155726?price_id=23660421
6,Portillo Malbec 2002,Salentein,Argentina,3.6,56466,"18,751",https://www.vivino.com/salentein-portillo-malbec/w/1147628?year=2002&price_id=2804752
7,Portillo Malbec 2004,Salentein,Argentina,3.6,56466,"14,584",https://www.vivino.com/salentein-portillo-malbec/w/1147628?year=2004&price_id=2895059
8,Château Margaux (Premier Grand Cru Classé) 1918,Château Margaux,France,4.6,49588,"1,725,054",https://www.vivino.com/chateau-margaux-chateau-margaux-premier-grand-cru-classe/w/1127795?year=1918&price_id=837197
9,Château Margaux (Premier Grand Cru Classé) 1948,Château Margaux,France,4.6,49588,"3,246,069",https://www.vivino.com/chateau-margaux-chateau-margaux-premier-grand-cru-classe/w/1127795?year=1948&price_id=30944180
10,Saint-Julien (Grand Cru Classé) 1968,Château Talbot,France,4.2,48764,"284,422",https://www.vivino.com/chateau-talbot-saint-julien-grand-cru-classe/w/79273?year=1968&price_id=17000723
11,Saint-Julien (Grand Cru Classé) 1947,Château Talbot,France,4.2,48764,"680,124",https://www.vivino.com/chateau-talbot-saint-julien-grand-cru-classe/w/79273?year=1947&price_id=2269855
12,Cos d'Estournel 1948,Cos d'Estournel,France,4.4,48060,"816,154",https://www.vivino.com/cos-d-estournel-cos-d-estournel/w/74346?year=1948&price_id=7717651
13,Villa Antinori Chianti Classico Riserva 1955,Antinori,Italy,4.0,46344,"294,305",https://www.vivino.com/antinori-tuscany-villa-antinori-chianti-classico-riserva/w/1143960?year=1955&price_id=35557713
14,Pessac-Léognan (Premier Grand Cru Classé) 1956,Château Haut-Brion,France,4.6,43462,"1,255,142",https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=1956&price_id=837403
15,Pessac-Léognan (Premier Grand Cru Classé) 1931,Château Haut-Brion,France,4.6,43462,"2,782,345",https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=1931&price_id=23275943
16,Pessac-Léognan (Premier Grand Cru Classé) 1930,Château Haut-Brion,France,4.6,43462,"1,854,897",https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=1930&price_id=7393680
17,Pessac-Léognan (Premier Grand Cru Classé) 1933,Château Haut-Brion,France,4.6,43462,"1,304,615",https://www.vivino.com/haut-brion-pessac-leognan-premier-grand-cru-classe/w/1152755?year=1933&price_id=22607306
18,Pauillac (Grand Cru Classé) 1935,Château Pichon Longueville Comtesse de Lalande,France,4.4,43342,"853,252",https://www.vivino.com/chateau-pichon-longueville-comtesse-de-lalande-pauillac-grand-cru-classe/w/1125543?year=1935&price_id=30260490
19,Pauillac (Premier Grand Cru Classé) 1937,Château Lafite Rothschild,France,4.6,42940,"2,744,015",https://www.vivino.com/chateau-lafite-rothschild-pauillac-premier-grand-cru-classe-pauillac/w/3908?year=1937&price_id=10102931
20,Grand Vin Pauillac (Premier Grand Cru Classé) 1954,Château Latour,France,4.6,42328,"1,706,505",https://www.vivino.com/fr-chateau-latour-grand-vin-pauillac-premier-grand-cru-classe/w/1655970?year=1954&price_id=8878829
21,Saint-Julien (Grand Cru Classé) 1928,Château Gruaud Larose,France,4.3,35782,"1,704,027",https://www.vivino.com/chateau-gruaud-larose-saint-julien-grand-cru-classe/w/79265?year=1928&price_id=7938488
22,Saint-Julien (Grand Cru Classé) 1972,Château Gruaud Larose,France,4.3,35779,"215,168",https://www.vivino.com/chateau-gruaud-larose-saint-julien-grand-cru-classe/w/79265?year=1972&price_id=23640733
23,Pomerol 1951,Château Pétrus,France,4.7,34617,"8,526,336",https://www.vivino.com/chateau-petrus-pomerol/w/1166837?year=1951&price_id=13786498
24,Pomerol 1963,Château Pétrus,France,4.7,34616,"6,826,019",https://www.vivino.com/chateau-petrus-pomerol/w/1166837?year=1963&price_id=9906482
25,Pomerol 1968,Château Pétrus,France,4.7,34616,"6,523,048",https://www.vivino.com/chateau-petrus-pomerol/w/1166837?year=1968&price_id=9609069
26,Haut-Médoc (Grand Cru Classé) 1959,Château Cantemerle,France,4.0,34406,"356,140",https://www.vivino.com/chateau-cantemerle-haut-medoc-grand-cru-classe/w/13793?year=1959&price_id=34564363
27,Haut-Médoc (Grand Cru Classé) 1974,Château Cantemerle,France,4.0,34406,"216,400",https://www.vivino.com/chateau-cantemerle-haut-medoc-grand-cru-classe/w/13793?year=1974&price_id=35422937
28,Haut-Médoc (Grand Cru Classé) 1949,Château Cantemerle,France,4.0,34406,"463,724",https://www.vivino.com/chateau-cantemerle-haut-medoc-grand-cru-classe/w/13793?year=1949&price_id=33071256
29,Haut-Médoc (Grand Cru Classé) 1991,Château Cantemerle,France,4.0,34406,"111,294",https://www.vivino.com/chateau-cantemerle-haut-medoc-grand-cru-classe/w/13793?year=1991&price_id=36650297
30,Pauillac (Grand Cru Classé) 1972,Château d'Armailhac,France,4.1,32312,"272,047",https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=1972&price_id=35329469
31,Pauillac (Grand Cru Classé) 1975,Château d'Armailhac,France,4.1,32312,"154,580",https://www.vivino.com/fr-chateau-darmailhac-pauillac-grand-cru-classe/w/4091?year=1975&price_id=13798674
32,Saint-Julien (Grand Cru Classé) 1948,Château Léoville Las Cases,France,4.4,31013,"1,793,062",https://www.vivino.com/chateau-leoville-las-cases-saint-julien-grand-cru-classe/w/81848?year=1948&price_id=32124656
33,Saint-Julien (Grand Cru Classé) 1968,Château Léoville Las Cases,France,4.4,31012,"383,340",https://www.vivino.com/chateau-leoville-las-cases-saint-julien-grand-cru-classe/w/81848?year=1968&price_id=15070203
34,Malbec D.O.C. 2007,Bodega Norton,Argentina,3.8,30640,"20,001",https://www.vivino.com/bodega-norton-malbec-d-o-c/w/2524646?year=2007&price_id=14549911
35,Pessac-Léognan (Grand Cru Classé) 1991,Château Smith Haut-Lafitte,France,4.3,28552,"142,204",https://www.vivino.com/chateau-smith-haut-lafitte-pessac-leognan-grand-cru-classe/w/17656?year=1991&price_id=36614369
36,Saint-Julien (Grand Cru Classé) 1947,Château Beychevelle,France,4.3,28363,"1,360,262",https://www.vivino.com/chateau-beychevelle-saint-julien-grand-cru-classe/w/23627?year=1947&price_id=25831455
37,Saint-Julien (Grand Cru Classé) 1928,Château Beychevelle,France,4.3,28363,"1,168,585",https://www.vivino.com/chateau-beychevelle-saint-julien-grand-cru-classe/w/23627?year=1928&price_id=836668
38,Saint-Julien (Grand Cru Classé) 1959,Château Branaire-Ducru,France,4.1,25864,"604,696",https://www.vivino.com/chateau-branaire-ducru-saint-julien-grand-cru-classe/w/1172272?year=1959&price_id=18141166
39,Saint-Estèphe 1977,Château Haut-Marbuzet,France,4.2,24999,"370,979",https://www.vivino.com/chateau-haut-marbuzet-saint-estephe/w/68514?year=1977&price_id=36650285
40,Saint-Émilion Grand Cru (Grand Cru Classé) 1967,Château Fombrauge,France,4.1,22733,"185,490",https://www.vivino.com/fombrauge-saint-emilion-grand-cru-grand-cru-classe/w/5052806?year=1967&price_id=12232578
41,Margaux (Grand Cru Classé) 1977,Château Rauzan-Ségla,France,4.3,22480,"197,851",https://www.vivino.com/chateau-rauzan-segla-margaux-grand-cru-classe/w/3110?year=1977&price_id=35455912
42,Saint-Estèphe (Grand Cru Classé) 1979,Château Lafon-Rochet,France,4.1,22201,"105,106",https://www.vivino.com/chateau-lafon-rochet-saint-estephe-grand-cru-classe-saint-estephe/w/1700690?year=1979&price_id=25663642
43,Saint-Estèphe (Grand Cru Classé) 1974,Château Lafon-Rochet,France,4.1,22200,"204,039",https://www.vivino.com/chateau-lafon-rochet-saint-estephe-grand-cru-classe-saint-estephe/w/1700690?year=1974&price_id=36831579
44,Saint-Estèphe (Grand Cru Classé) 1991,Château Lafon-Rochet,France,4.1,22200,"111,294",https://www.vivino.com/chateau-lafon-rochet-saint-estephe-grand-cru-classe-saint-estephe/w/1700690?year=1991&price_id=30944183
45,Haut-Médoc (3éme Grand Cru Classé en 1855) 1969,Château La Lagune,France,4.2,22046,"259,686",https://www.vivino.com/chateau-la-lagune-haut-medoc-3eme-grand-cru-classe-en-1855/w/73478?year=1969&price_id=837237
46,California Red Wine 2004,Decoy,United States,3.9,21559,"70,421",https://www.vivino.com/decoy-california-red-wine/w/1128171?year=2004&price_id=4550238
47,Les Fiefs de Lagrange Saint-Julien 1985,Château Lagrange,France,3.9,21477,"59,357",https://www.vivino.com/chateau-lagrange-les-fiefs-de-lagrange-saint-julien/w/83380?year=1985&price_id=36650301
48,Pauillac (Grand Cru Classé) 1987,Château Lynch-Moussas,France,4.1,20208,"154,580",https://www.vivino.com/chateau-lynch-moussas-pauillac-grand-cru-classe/w/1145413?year=1987&price_id=25148801
49,Haut-Médoc (Grand Cru Classé) 1937,Château de Camensac,France,3.9,18535,"667,763",https://www.vivino.com/chateau-de-camensac-haut-medoc-grand-cru-classe/w/63094?year=1937&price_id=24839471
50,Merlot 2004,Gato Negro,Chile,3.2,18266,"22,085",https://www.vivino.com/gato-negro-merlot/w/5951?year=2004&price_id=15275961
51,Original Merlot 2004,JP. Chenet,France,3.5,17792,"20,834",https://www.vivino.com/jp-chenet-original-merlot/w/3043053?year=2004&price_id=7944056
52,Médoc 1975,Château La Tour de By,France,3.8,17762,"111,294",https://www.vivino.com/chateau-la-tour-de-by-medoc/w/779475?year=1975&price_id=35448724
53,Margaux (Grand Cru Classé) 1987,Château Malescot St. Exupery,France,4.2,17734,"121,192",https://www.vivino.com/chateau-malescot-st-exupery-margaux-grand-cru-classe/w/98195?year=1987&price_id=35952521
54,Pessac-Léognan 1976,Château Carbonnieux,France,4.0,17090,"142,204",https://www.vivino.com/chateau-carbonnieux-pessac-leognan/w/1645929?year=1976&price_id=36841175
55,Pessac-Léognan 1975,Château Carbonnieux,France,4.0,17090,"118,713",https://www.vivino.com/chateau-carbonnieux-pessac-leognan/w/1645929?year=1975&price_id=31811120
56,La Segreta Il Rosso 2003,Planeta,Italy,3.5,16772,"35,002",https://www.vivino.com/planeta-la-segreta-il-rosso/w/1298077?year=2003&price_id=2895249
57,Pessac-Léognan (Grand Cru Classé de Graves) 1966,Château Malartic-Lagravière,France,4.2,16714,"253,498",https://www.vivino.com/chateau-malartic-lagraviere-pessac-leognan-grand-cru-classe-de-graves/w/1143938?year=1966&price_id=35076512
58,Carmenère Limited Edition 2005,Perez Cruz,Chile,4.1,16602,"32,918",https://www.vivino.com/perez-cruz-carmenere-limited-edition/w/1258079?year=2005&price_id=2804901
59,Pessac-Léognan 1976,Château La Louvière,France,4.0,16163,"140,972",https://www.vivino.com/chateau-la-louviere-pessac-leognan/w/1557446?year=1976&price_id=36851238
60,Pessac-Léognan 1966,Château La Louvière,France,4.0,16162,"222,588",https://www.vivino.com/chateau-la-louviere-pessac-leognan/w/1557446?year=1966&price_id=34090891
61,Proprietary Red 2021,Paraduxx,United States,4.2,15934,"74,307",https://www.vivino.com/paraduxx-proprietary-red-napa-valley-red-wine-v-qdy2y/w/3960216?year=2021&price_id=35550915
62,Reserva Carmenère (Cachapoal Estate) 2002,Santa Carolina,Chile,3.6,15686,"27,085",https://www.vivino.com/santa-carolina-reserva-carmenere-cachapoal-estate/w/1677528?year=2002&price_id=2895202
63,Carruades de Lafite Pauillac 1950,Château Lafite Rothschild,France,4.4,14968,"667,763",https://www.vivino.com/chateau-lafite-rothschild-carruades-de-lafite-pauillac/w/23793?year=1950&price_id=19233192
64,Tenuta Valleselle Ripa Magna Corvina 2006,Tinazzi,Italy,4.1,14855,"52,086",https://www.vivino.com/tinazzi-tenuta-valleselle-ripa-magna-corvina/w/1154421?year=2006&price_id=2895188
65,Malbec Reserva 2005,Kaiken,Argentina,3.6,14761,"25,001",https://www.vivino.com/kaiken-malbec-reserva/w/1152375?year=2005&price_id=2895313
66,Chianti Classico 2002,Carpineto,Italy,3.7,14700,"37,085",https://www.vivino.com/carpineto-chianti-classico/w/6196?year=2002&price_id=2754499
67,Pauillac (Grand Cru Classé) 1987,Château Grand-Puy Ducasse,France,4.0,14635,"117,482",https://www.vivino.com/chateau-grand-puy-ducasse-pauillac-grand-cru-classe/w/1126809?year=1987&price_id=36841190
68,Pauillac (Grand Cru Classé) 1972,Château Haut-Batailley,France,4.1,14320,"244,846",https://www.vivino.com/chateau-haut-batailley-pauillac-grand-cru-classe/w/1099398?year=1972&price_id=33654758
69,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1977,Château Canon,France,4.3,14154,"170,650",https://www.vivino.com/chateau-canon-saint-emilion-grand-cru-premier-grand-cru-classe/w/1145360?year=1977&price_id=27155175
70,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1955,Château Canon,France,4.3,14154,"964,546",https://www.vivino.com/chateau-canon-saint-emilion-grand-cru-premier-grand-cru-classe/w/1145360?year=1955&price_id=30402437
71,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1947,Château Canon,France,4.3,14154,"1,543,274",https://www.vivino.com/chateau-canon-saint-emilion-grand-cru-premier-grand-cru-classe/w/1145360?year=1947&price_id=19536421
72,Sedàra 2021,Donnafugata,Italy,3.6,13677,"18,504",https://www.vivino.com/donnafugata-sedara/w/4789?year=2021&price_id=36485546
73,Les Forts de Latour Pauillac 1971,Château Latour,France,4.4,13452,"519,371",https://www.vivino.com/fr-chateau-latour-les-forts-de-latour-pauillac/w/1168676?year=1971&price_id=18016482
74,Liano Sangiovese - Cabernet Sauvignon 2002,Umberto Cesari,Italy,4.1,13355,"54,170",https://www.vivino.com/umberto-cesari-liano-sangiovese-cabernet-sauvignon/w/78760?year=2002&price_id=2895352
75,Pomerol 1966,Château Gazin,France,4.2,13109,"247,324",https://www.vivino.com/chateau-gazin-pomerol/w/18555?year=1966&price_id=27421422
76,Pomerol 1980,Château Gazin,France,4.2,13109,"154,580",https://www.vivino.com/chateau-gazin-pomerol/w/18555?year=1980&price_id=20757825
77,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1961,Château Canon-La-Gaffelière,France,4.3,13026,"578,728",https://www.vivino.com/fr-chateau-canon-la-gaffeliere-saint-emilion-grand-cru-premier-grand-cru-classe/w/1389505?year=1961&price_id=34996021
78,Saint-Estèphe 1987,Château Beau-Site,France,4.0,12808,"89,035",https://www.vivino.com/beau-site-saint-estephe/w/98074?year=1987&price_id=36650289
79,Margaux 1976,Château Siran,France,4.0,12130,"142,204",https://www.vivino.com/chateau-siran-margaux/w/778823?year=1976&price_id=35448726
80,Margaux (Grand Cru Classé) 1966,Château Durfort-Vivens,France,4.1,12053,"259,686",https://www.vivino.com/durfort-vivens-margaux-grand-cru-classe/w/2038572?year=1966&price_id=36831568
81,Montepulciano D'Abruzzo 2003,Zonin,Italy,3.5,11987,"25,001",https://www.vivino.com/zonin-montepulciano-d-abruzzo/w/1141683?year=2003&price_id=14650502
82,Sangiovese Riserva 2002,Umberto Cesari,Italy,3.9,11406,"40,836",https://www.vivino.com/umberto-cesari-sangiovese-riserva/w/1133875?year=2002&price_id=2804566
83,Pomerol 1928,Vieux Château Certan,France,4.4,11401,"6,986,772",https://www.vivino.com/vieux-chateau-certan-pomerol/w/81849?year=1928&price_id=25687535
84,Pomerol 1984,Vieux Château Certan,France,4.4,11401,"272,047",https://www.vivino.com/vieux-chateau-certan-pomerol/w/81849?year=1984&price_id=36363025
85,Pomerol 1977,Vieux Château Certan,France,4.4,11401,"185,490",https://www.vivino.com/vieux-chateau-certan-pomerol/w/81849?year=1977&price_id=34996010
86,Wetmore Vineyard Cabernet Sauvignon 2004,Wente Vineyards,United States,4.0,10967,"43,752",https://www.vivino.com/wente-vineyards-wetmore-vineyard-cabernet-sauvignon/w/1732398?year=2004&price_id=2804802
87,Saint-Émilion Grand Cru (Grand Cru Classé) 1982,Château de Ferrand,France,4.0,10907,"89,035",https://www.vivino.com/chateau-de-ferrand-saint-emilion-grand-cru-grand-cru-classe/w/16566?year=1982&price_id=36138419
88,Saint-Émilion Grand Cru (Grand Cru Classé) 1986,Château de Ferrand,France,4.0,10907,"121,192",https://www.vivino.com/chateau-de-ferrand-saint-emilion-grand-cru-grand-cru-classe/w/16566?year=1986&price_id=36363019
89,Pomerol 1970,Château La Pointe,France,4.1,10882,"241,137",https://www.vivino.com/chateau-la-pointe-pomerol/w/768734?year=1970&price_id=34639478
90,Pomerol 1966,Château l'Évangile,France,4.5,10797,"321,520",https://www.vivino.com/chateau-l-evangile-pomerol/w/1108737?year=1966&price_id=34711556
91,Pomerol 1967,Château l'Évangile,France,4.5,10797,"408,077",https://www.vivino.com/chateau-l-evangile-pomerol/w/1108737?year=1967&price_id=34996014
92,Malbec 2014,Luigi Bosca,Argentina,4.0,10683,"45,002",https://www.vivino.com/luigi-bosca-malbec-mendoza-red-wine/w/2141966?year=2014&price_id=17899600
93,Beyer Ranch Zinfandel 2002,Wente Vineyards,United States,3.9,10589,"28,335",https://www.vivino.com/wente-vineyards-beyer-ranch-zinfandel/w/1142062?year=2002&price_id=2895113
94,Pomerol 1980,Château Nénin,France,4.1,10470,"179,302",https://www.vivino.com/nenin-pomerol/w/82454?year=1980&price_id=23072190
95,Pomerol 1976,Château Nénin,France,4.1,10469,"166,941",https://www.vivino.com/nenin-pomerol/w/82454?year=1976&price_id=35118284
96,Pomerol 1967,Château Nénin,France,4.1,10469,"111,294",https://www.vivino.com/nenin-pomerol/w/82454?year=1967&price_id=34996024
97,Estate Pinot Noir 2007,Elk Cove,United States,4.0,10416,"32,085",https://www.vivino.com/elk-cove-estate-pinot-noir/w/1751367?year=2007&price_id=14650392
98,Cabernet Sauvignon Aged in Bourbon Barrels 2016,Vint by Robert Mondavi Private Selection,United States,4.1,10351,"41,669",https://www.vivino.com/vint-by-robert-mondavi-private-selection-cabernet-sauvignon-aged-in-bourbon-barrels-california/w/4301214?year=2016&price_id=16375742
99,Gran Reserva Cabernet Sauvignon 2005,Indomita,Chile,3.6,10297,"62,503",https://www.vivino.com/indomita-gran-reserva-cabernet-sauvignon/w/1683137?year=2005&price_id=14550002
100,Zinfandel Sonoma Heritage Vines 2001,Rancho Zabaco,United States,3.8,10117,"50,003",https://www.vivino.com/rancho-zabaco-zinfandel-sonoma-heritage-vines/w/1822718?year=2001&price_id=2804781
101,Bannockburn Pinot Noir 2023,Felton Road,New Zealand,4.2,10047,"86,580",https://www.vivino.com/felton-road-bannockburn-pinot-noir/w/88318?year=2023&price_id=36297606
102,Estate Grown Cabernet Sauvignon 2020,Obsidian Ridge,United States,4.1,9832,"32,978",https://www.vivino.com/obsidian-ridge-estate-grown-cabernet-sauvignon/w/2165446?year=2020&price_id=35631008
103,Founders' Estate Merlot 2004,Beringer,United States,3.6,9799,"41,044",https://www.vivino.com/beringer-founders-estate-merlot/w/1531?year=2004&price_id=2754480
104,Médoc 1994,Château Patache d'Aux,France,3.8,9794,"32,502",https://www.vivino.com/chateau-patache-daux-medoc/w/1953295?year=1994&price_id=7953589
105,Limited Selection Pinot Noir 2006,Montes,Chile,3.7,9719,"35,419",https://www.vivino.com/montes-limited-selection-pinot-noir/w/71354?year=2006&price_id=14650542
106,Le Clarence de Haut Brion Pessac-Léognan (Château Bahans Haut-Brion) 1978,Château Haut-Brion,France,4.3,9672,"414,265",https://www.vivino.com/haut-brion-le-clarence-de-haut-brion-pessac-leognan-chateau-bahans-haut-brion/w/1148844?year=1978&price_id=24851307
107,Carrascal 2002,Weinert,Argentina,3.9,9611,"20,418",https://www.vivino.com/bodega-y-cavas-de-weinert-carrascal/w/2467?year=2002&price_id=14550043
108,Carrascal 2000,Weinert,Argentina,3.9,9611,"20,834",https://www.vivino.com/bodega-y-cavas-de-weinert-carrascal/w/2467?year=2000&price_id=2804820
109,Stags Leap District Cabernet Sauvignon 2000,Cliff Lede,United States,4.4,9462,"142,716",https://www.vivino.com/cliff-lede-vineyards-stags-leap-district-cabernet-sauvignon/w/1644035?year=2000&price_id=14550346
110,Amiral de Beychevelle Saint-Julien 1983,Château Beychevelle,France,4.1,9422,"148,392",https://www.vivino.com/chateau-beychevelle-amiral-de-beychevelle-saint-julien/w/1138368?year=1983&price_id=26951130
111,Pauillac (Grand Cru Classé) 1981,Château Croizet-Bages,France,4.0,9402,"142,204",https://www.vivino.com/croizet-bages-pauillac-grand-cru-classe/w/1136286?year=1981&price_id=22795371
112,Cot Limited Edition 2005,Perez Cruz,Chile,4.0,9313,"32,918",https://www.vivino.com/perez-cruz-cot-limited-edition/w/1172675?year=2005&price_id=2895205
113,Pinotage 2005,Obikwa,South Africa,3.5,9289,"16,251",https://www.vivino.com/obikwa-pinotage/w/1265981?year=2005&price_id=2895115
114,Cabernet Sauvignon 2002,Gallo Family Vineyards,United States,3.4,9249,"18,751",https://www.vivino.com/gallo-family-vineyards-cabernet-sauvignon/w/3380?year=2002&price_id=2895081
115,Cabernet Sauvignon 2000,Gallo Family Vineyards,United States,3.4,9249,"41,669",https://www.vivino.com/gallo-family-vineyards-cabernet-sauvignon/w/3380?year=2000&price_id=2894910
116,Cabernet Sauvignon 2001,Gallo Family Vineyards,United States,3.4,9249,"13,334",https://www.vivino.com/gallo-family-vineyards-cabernet-sauvignon/w/3380?year=2001&price_id=2895292
117,Alpilles Rouge 1992,Domaine de Trévallon,France,4.3,9246,"333,881",https://www.vivino.com/domaine-de-trevallon-alpilles-rouge/w/1126324?year=1992&price_id=35858132
118,Tignanello 2018,Antinori,Italy,4.7,9244,"190,090",https://www.vivino.com/antinori-tuscany-tignanello/w/1652?year=2018&price_id=36485606
119,Cabernet Sauvignon 2001,Starmont,United States,3.9,9155,"52,086",https://www.vivino.com/starmont-cabernet-sauvignon/w/3082?year=2001&price_id=2894939
120,Reserve Malbec Mendoza 2006,Bodega Piedra Negra,Argentina,3.8,9012,"23,335",https://www.vivino.com/bodega-piedra-negra-reserve-malbec-mendoza/w/1245706?year=2006&price_id=2895278
121,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1975,Clos Fourtet,France,4.3,8950,"179,302",https://www.vivino.com/clos-fourtet-saint-emilion-grand-cru-premier-grand-cru-classe/w/43154?year=1975&price_id=36149962
122,Grand Reserve Cabernet Sauvignon 2003,Kendall-Jackson,United States,3.9,8861,"79,171",https://www.vivino.com/kendall-jackson-grand-reserve-cabernet-sauvignon/w/2130?year=2003&price_id=14549859
123,Malbec 2013,Luigi Bosca,Argentina,3.9,8480,"45,002",https://www.vivino.com/luigi-bosca-malbec-mendoza-red-wine/w/2141966?year=2013&price_id=14650410
124,Cabernet Sauvignon 2004,BV Coastal Estates,United States,3.4,8334,"40,836",https://www.vivino.com/bv-coastal-estates-cabernet-sauvignon/w/1141521?year=2004&price_id=14539635
125,Saint-Émilion Grand Cru (Grand Cru Classé) 1975,Château Dassault,France,4.2,8305,"142,204",https://www.vivino.com/chateau-dassault-saint-emilion-grand-cru-grand-cru-classe/w/89624?year=1975&price_id=34996025
126,Saint-Émilion Grand Cru (Grand Cru Classé) 1962,Château Dassault,France,4.2,8305,"327,693",https://www.vivino.com/chateau-dassault-saint-emilion-grand-cru-grand-cru-classe/w/89624?year=1962&price_id=28523526
127,Pomerol 1981,Clos Rene,France,4.1,8088,"117,482",https://www.vivino.com/clos-rene-pomerol/w/1146003?year=1981&price_id=24449425
128,Merlot 2003,Gallo Family Vineyards,United States,3.5,8044,"13,334",https://www.vivino.com/gallo-family-vineyards-merlot/w/1199328?year=2003&price_id=4454777
129,Tenuta Guado al Tasso Il Bruciato Bolgheri 2020,Antinori,Italy,4.2,7838,"40,437",https://www.vivino.com/antinori-tuscany-tenuta-guado-al-tasso-il-bruciato-bolgheri/w/1659?year=2020&price_id=36485607
130,Yellow Label Cabernet Sauvignon 2005,Wolf Blass,Australia,3.4,7459,"39,586",https://www.vivino.com/wolf-blass-yellow-label-cabernet-sauvignon/w/1975?year=2005&price_id=2754607
131,Chianti 2005,Sensi,Italy,3.3,7457,"31,252",https://www.vivino.com/sensi-chianti/w/1180356?year=2005&price_id=14541730
132,Atrium Merlot 2005,Familia Torres,Spain,3.7,7396,"28,752",https://www.vivino.com/familia-torres-atrium-merlot/w/2651?year=2005&price_id=2894933
133,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1945,Château Ausone,France,4.6,7352,"2,448,463",https://www.vivino.com/ausone-saint-emilion-grand-cru-premier-grand-cru-classe/w/1152417?year=1945&price_id=7717648
134,Saint-Émilion Grand Cru (Premier Grand Cru Classé) 1971,Château Ausone,France,4.6,7352,"823,574",https://www.vivino.com/ausone-saint-emilion-grand-cru-premier-grand-cru-classe/w/1152417?year=1971&price_id=837019
135,60 Sessantanni Old Vines Primitivo di Manduria 2018,San Marzano,Italy,4.4,7245,"42,796",https://www.vivino.com/san-marzano-sixty-sessantanni-old-vines-primitivo-di-manduria/w/11890?year=2018&price_id=36485477
136,Pomerol 1929,Château Latour à Pomerol,France,4.3,7221,"3,189,190",https://www.vivino.com/chateau-latour-a-pomerol-pomerol/w/1099538?year=1929&price_id=17991688
137,Cabernet - Malbec 2015,Rutini,Argentina,4.1,7164,"57,503",https://www.vivino.com/rutini-cabernet-malbec/w/16508?year=2015&price_id=15164023
138,Clos des Lambrays Grand Cru 1948,Domaine des Lambrays,France,4.4,7116,"3,493,393",https://www.vivino.com/domaine-des-lambrays-clos-des-lambrays-grand-cru/w/84732?year=1948&price_id=31767738
139,Barrel Select Cabernet Sauvignon 2005,Bodega Norton,Argentina,3.5,7056,"28,335",https://www.vivino.com/bodega-norton-barrel-select-cabernet-sauvignon/w/1141075?year=2005&price_id=2804805
140,Farnito Cabernet Sauvignon Toscana 2000,Carpineto,Italy,4.0,7056,"58,337",https://www.vivino.com/carpineto-farnito-cabernet-sauvignon-toscana/w/6206?year=2000&price_id=2895094
141,Shiraz 2005,Heartland,Australia,3.9,6907,"25,001",https://www.vivino.com/heartland-wines-pty-ltd-shiraz/w/2046?year=2005&price_id=14539592
142,Chianti Rùfina Riserva 2014,Castello Nipozzano,Italy,3.8,6886,"75,004",https://www.vivino.com/castello-nipozzano-chianti-rufina-riserva/w/20983?year=2014&price_id=18069308
143,Koonunga Hill Shiraz - Cabernet 2018,Penfolds,Australia,3.7,6835,"38,752",https://www.vivino.com/penfolds-koonunga-hill-shiraz-cabernet/w/1306?year=2018&price_id=26456007
144,Vigne de l'Enfant Jésus Beaune 1er Cru 'Les Grèves' 1984,Bouchard Père & Fils,France,4.3,6832,"244,846",https://www.vivino.com/bouchard-pere-and-fils-vigne-de-l-enfant-jesus-beaune-1er-cru-les-greves/w/13465?year=1984&price_id=36266763
145,Médoc 1953,Château Le Bourdieu,France,3.9,6686,"525,559",https://www.vivino.com/chateau-le-bourdieu-medoc-medoc/w/1143614?year=1953&price_id=34750700
